V1	V2
MA_10427774	117523
MA_20567	117279
MA_20469	117217
MA_10437214	117119
MA_10437214	117119
MA_20283	117075
MA_20423	116594
MA_10431229	116398
MA_20171	116229
MA_10429715	116080
MA_10429715	116080
MA_10436171	116057
MA_10436171	116057
MA_9815	116053
MA_19116	115779
MA_17708	115701
MA_19979	115650
MA_19979	115650
MA_20138	115393
MA_20138	115393
MA_20138	115393
MA_10437183	115278
MA_10437183	115278
MA_10437183	115278
MA_10437183	115278
MA_10426524	115136
MA_20146	115070
MA_20351	115057
MA_18942	114871
MA_12028	114867
MA_8343	114452
MA_8343	114452
MA_18002	114362
MA_10428175	114330
MA_20259	113954
MA_10431897	113776
MA_18013	113341
MA_10430809	113321
MA_3480	113313
MA_10436248	112999
MA_10436248	112999
MA_10436248	112999
MA_10437099	112975
MA_10437099	112975
MA_10437099	112975
MA_19941	112543
MA_41436	112526
MA_17704	112413
MA_18853	112411
MA_18853	112411
MA_18853	112411
MA_14389	112256
MA_14389	112256
MA_18356	112255
MA_20221	112002
MA_20516	111725
MA_10433793	111130
MA_10432704	111061
MA_10432704	111061
MA_10435137	110929
MA_10427405	110826
MA_10427405	110826
MA_19420	110745
MA_11267	110676
MA_11267	110676
MA_3787	110545
MA_10430920	110395
MA_10430920	110395
MA_15380	110352
MA_15380	110352
MA_10437138	110294
MA_10437138	110294
MA_103810	110174
MA_20559	110086
MA_20442	109890
MA_20591	109691
MA_20320	109509
MA_20563	109499
MA_20366	109354
MA_20366	109354
MA_20366	109354
MA_20244	108991
MA_10436324	108862
MA_10436324	108862
MA_10436324	108862
MA_17819	108778
MA_10433460	108764
MA_10433460	108764
MA_10433460	108764
MA_18253	108533
MA_18253	108533
MA_18703	108141
MA_20547	108113
MA_10426054	108087
MA_10436783	107552
MA_10436783	107552
MA_10436783	107552
MA_20322	107486
MA_17523	107306
MA_24692	107107
MA_10433575	107002
MA_20223	106330
MA_11185	106181
MA_10433699	105966
MA_10433699	105966
MA_16736	105854
MA_16736	105854
MA_20095	105834
MA_18245	105591
MA_16336	105482
MA_16336	105482
MA_10430106	105371
MA_10430106	105371
MA_10430106	105371
MA_15520	105314
MA_4107	105241
MA_3361	105238
MA_20254	105140
MA_2328	104814
MA_20495	104805
MA_10435749	104703
MA_10435749	104703
MA_14678	104667
MA_20260	104574
MA_20260	104574
MA_10426687	104387
MA_19871	104372
MA_10434269	104186
MA_18241	104131
MA_18241	104131
MA_19034	104085
MA_20392	103850
MA_20392	103850
MA_20536	103584
MA_18770	103572
MA_18770	103572
MA_20265	103564
MA_20538	103511
MA_20538	103511
MA_20538	103511
MA_20538	103511
MA_20538	103511
MA_17795	103186
MA_17795	103186
MA_16892	103092
MA_19188	103047
MA_20250	102887
MA_16896	102843
MA_16896	102843
MA_20154	102768
MA_20227	102597
MA_10437109	102561
MA_10431369	102483
MA_10431369	102483
MA_10431364	102337
MA_1428	102295
MA_10601	102256
MA_10601	102256
MA_20142	102209
MA_19380	102033
MA_18280	101925
MA_5950	101739
MA_10430906	101737
MA_10433317	101734
MA_10433317	101734
MA_20534	101675
MA_20539	101576
MA_17730	101404
MA_19370	101378
MA_19370	101378
MA_13982	101375
MA_13982	101375
MA_10433013	101364
MA_10433013	101364
MA_10425784	101332
MA_14938	101253
MA_19619	101101
MA_19577	101016
MA_19577	101016
MA_20467	100991
MA_10437086	100958
MA_10437086	100958
MA_20503	100876
MA_4938	100691
MA_10432399	100477
MA_10432399	100477
MA_10432399	100477
MA_98013	100258
MA_98013	100258
MA_19915	100243
MA_18072	100059
MA_10429924	99817
MA_10429924	99817
MA_10429924	99817
MA_20407	99557
MA_20291	99501
MA_10684	99178
MA_10684	99178
MA_18760	98928
MA_19214	98853
MA_19214	98853
MA_19214	98853
MA_17488	98724
MA_9564	98638
MA_13321	98593
MA_13321	98593
MA_10436861	98520
MA_10436861	98520
MA_9375	98508
MA_10435961	98144
MA_10427876	98137
MA_10117	98125
MA_10117	98125
MA_20248	98031
MA_8499	97981
MA_8499	97981
MA_10434099	97752
MA_18236	97700
MA_10437149	97679
MA_10437149	97679
MA_10436032	97564
MA_10436032	97564
MA_20245	97563
MA_10431892	97542
MA_10431892	97542
MA_19852	97414
MA_10436586	97255
MA_10432918	97209
MA_10432918	97209
MA_20230	97115
MA_6413	96737
MA_10434076	96711
MA_19558	96709
MA_19558	96709
MA_10436637	96692
MA_10436637	96692
MA_10436637	96692
MA_20551	96457
MA_10435531	96278
MA_20172	96109
MA_19157	96076
MA_10433801	95992
MA_19739	95937
MA_20222	95882
MA_15007	95849
MA_10429284	95833
MA_10429284	95833
MA_33941	95774
MA_33941	95774
MA_33941	95774
MA_33941	95774
MA_33941	95774
MA_19866	95733
MA_3964	95718
MA_10432248	95660
MA_10432248	95660
MA_17899	95423
MA_19878	95386
MA_19063	95345
MA_17847	95309
MA_17692	94948
MA_18794	94890
MA_20374	94767
MA_10426242	94667
MA_10432056	94610
MA_10428138	94565
MA_10428138	94565
MA_10428138	94565
MA_20389	94521
MA_10431245	94355
MA_10427525	94260
MA_6965	94209
MA_3037	94205
MA_10427487	94200
MA_10427487	94200
MA_9556	94150
MA_18233	94120
MA_19913	93818
MA_395	93751
MA_395	93751
MA_42249	93694
MA_541	93629
MA_18665	93502
MA_18665	93502
MA_17944	93457
MA_20562	93430
MA_20326	93390
MA_10434563	93385
MA_20506	93272
MA_18031	93237
MA_18644	93224
MA_10437003	93224
MA_20110	93177
MA_10436877	93027
MA_10436877	93027
MA_10436877	93027
MA_13669	92425
MA_13669	92425
MA_19090	92222
MA_19090	92222
MA_17821	92192
MA_17821	92192
MA_20558	92175
MA_18870	92096
MA_18870	92096
MA_17958	92076
MA_20168	91968
MA_10437244	91696
MA_10437244	91696
MA_10437244	91696
MA_20507	91520
MA_10211	91484
MA_10211	91484
MA_10211	91484
MA_18397	91321
MA_18317	91284
MA_20087	91060
MA_18980	91003
MA_20427	90869
MA_10431745	90772
MA_10431745	90772
MA_10431745	90772
MA_41265	90760
MA_10433809	90683
MA_10429414	90590
MA_10430687	90533
MA_4664	90498
MA_10430592	90417
MA_10430592	90417
MA_10435787	90381
MA_10435787	90381
MA_10426347	90224
MA_10426347	90224
MA_11771	90185
MA_10428549	90111
MA_10428549	90111
MA_10428549	90111
MA_19047	90005
MA_10432106	89996
MA_10432106	89996
MA_13257	89982
MA_10430359	89982
MA_10430359	89982
MA_19507	89965
MA_19507	89965
MA_1	89935
MA_103955	89897
MA_10430753	89878
MA_10430753	89878
MA_10430753	89878
MA_14904	89866
MA_10436130	89734
MA_20447	89728
MA_20151	89659
MA_10427590	89623
MA_20310	89550
MA_6412	89515
MA_10429958	89508
MA_10429958	89508
MA_10430980	89222
MA_10430980	89222
MA_10433448	89205
MA_20049	89039
MA_20049	89039
MA_15755	89034
MA_15755	89034
MA_10735	88987
MA_18539	88975
MA_18539	88975
MA_1915	88916
MA_18572	88911
MA_18572	88911
MA_226	88817
MA_20325	88800
MA_20325	88800
MA_10432555	88751
MA_19646	88736
MA_102154	88645
MA_20233	88644
MA_37331	88585
MA_3520	88568
MA_104063	88542
MA_20218	88487
MA_13397	88456
MA_17985	88374
MA_20251	88360
MA_20251	88360
MA_20251	88360
MA_6906	88260
MA_20361	88100
MA_10604	88028
MA_16057	87925
MA_16057	87925
MA_17891	87905
MA_10432112	87853
MA_5	87820
MA_5	87820
MA_18761	87773
MA_18761	87773
MA_10436626	87771
MA_10436626	87771
MA_3162	87618
MA_10437270	87593
MA_10437270	87593
MA_18615	87576
MA_18615	87576
MA_10433490	87550
MA_10436112	87533
MA_20216	87517
MA_10434007	87471
MA_10434007	87471
MA_10434007	87471
MA_18213	87380
MA_18498	87318
MA_18498	87318
MA_18178	87299
MA_18178	87299
MA_20119	87273
MA_10435782	87242
MA_10426404	87151
MA_10427963	87137
MA_14844	87099
MA_11318	87025
MA_13416	86945
MA_19971	86926
MA_11539	86889
MA_12231	86867
MA_20557	86807
MA_5488	86763
MA_19916	86759
MA_9506	86711
MA_10434493	86612
MA_20274	86511
MA_20274	86511
MA_20274	86511
MA_18185	86494
MA_9356	86480
MA_3715	86446
MA_3715	86446
MA_10358	86418
MA_18606	86382
MA_10426118	86348
MA_10426118	86348
MA_11420	86308
MA_17834	86288
MA_17834	86288
MA_9996	86276
MA_65101	86257
MA_18480	86235
MA_2789	86211
MA_2789	86211
MA_20074	86165
MA_8955	86149
MA_10435447	86083
MA_10435447	86083
MA_10435430	85942
MA_10435430	85942
MA_10435430	85942
MA_10435430	85942
MA_20136	85919
MA_10427218	85829
MA_10426386	85796
MA_3226	85761
MA_2434	85641
MA_2434	85641
MA_2434	85641
MA_18982	85592
MA_19557	85581
MA_19557	85581
MA_6999	85581
MA_18994	85540
MA_11273	85505
MA_3891	85504
MA_17738	85456
MA_18367	85452
MA_1585	85374
MA_12147	85309
MA_24943	85304
MA_18272	85298
MA_18304	85287
MA_36178	85205
MA_20288	85202
MA_17676	85189
MA_10429789	85152
MA_10427853	84995
MA_10427853	84995
MA_20419	84988
MA_20450	84980
MA_20450	84980
MA_10437098	84979
MA_10437098	84979
MA_10437098	84979
MA_10437098	84979
MA_104203	84932
MA_104203	84932
MA_104203	84932
MA_10425984	84830
MA_10425984	84830
MA_20436	84827
MA_13363	84792
MA_17845	84696
MA_2656	84671
MA_10426991	84608
MA_40614	84542
MA_19551	84512
MA_12551	84404
MA_19240	84395
MA_20195	84332
MA_10428541	84309
MA_10437182	84294
MA_10437182	84294
MA_10437182	84294
MA_10437182	84294
MA_91633	84292
MA_12214	84259
MA_15908	84170
MA_10436758	84089
MA_10436758	84089
MA_10430793	84045
MA_3809	84030
MA_17886	83939
MA_4349	83793
MA_4349	83793
MA_958	83748
MA_958	83748
MA_17777	83666
MA_10436951	83638
MA_10429225	83603
MA_17909	83602
MA_19414	83582
MA_19651	83541
MA_13107	83499
MA_5026	83496
MA_10386	83456
MA_18260	83413
MA_19830	83367
MA_2088	83349
MA_17674	83331
MA_10425957	83266
MA_11348	83165
MA_19881	83126
MA_19881	83126
MA_12461	83124
MA_12461	83124
MA_19597	83082
MA_63450	83052
MA_63450	83052
MA_10436250	82928
MA_39339	82907
MA_39339	82907
MA_4614	82863
MA_10436459	82757
MA_10436459	82757
MA_7121	82742
MA_19229	82724
MA_19229	82724
MA_20200	82645
MA_8555	82637
MA_17805	82594
MA_18750	82543
MA_12518	82539
MA_10426747	82539
MA_10435995	82529
MA_18331	82473
MA_18331	82473
MA_1262	82413
MA_10435887	82371
MA_10435887	82371
MA_10435887	82371
MA_10435887	82371
MA_13467	82317
MA_10433620	82274
MA_10433620	82274
MA_19008	82251
MA_10426029	82232
MA_10426029	82232
MA_10432137	82218
MA_10435636	82185
MA_18058	82097
MA_18058	82097
MA_18029	82086
MA_11165	82073
MA_10427482	82059
MA_10427482	82059
MA_10427482	82059
MA_18871	82029
MA_18871	82029
MA_20264	81998
MA_7295	81922
MA_20176	81895
MA_1442	81878
MA_18376	81850
MA_18551	81832
MA_18551	81832
MA_18551	81832
MA_18551	81832
MA_20268	81805
MA_10434685	81786
MA_10434685	81786
MA_10433542	81780
MA_14971	81753
MA_20186	81741
MA_31230	81729
MA_629	81671
MA_5715	81643
MA_10331	81633
MA_18358	81587
MA_41617	81515
MA_10432271	81514
MA_20378	81490
MA_20378	81490
MA_18702	81489
MA_10434989	81483
MA_10434607	81482
MA_18061	81471
MA_40202	81409
MA_8297	81369
MA_10435759	81359
MA_10435759	81359
MA_10431220	81344
MA_10431220	81344
MA_18146	81264
MA_4338	81215
MA_10427911	81211
MA_18895	81192
MA_5722	81160
MA_2808	81144
MA_18030	81134
MA_14017	81134
MA_20069	81118
MA_10427371	81078
MA_10432784	81075
MA_10432784	81075
MA_9922	81048
MA_18939	80969
MA_10432425	80954
MA_10432425	80954
MA_10431009	80932
MA_10431009	80932
MA_10431009	80932
MA_18129	80907
MA_10429804	80871
MA_6777	80865
MA_19684	80863
MA_17721	80841
MA_19897	80814
MA_19897	80814
MA_18588	80799
MA_18588	80799
MA_20113	80781
MA_6570	80742
MA_10437242	80741
MA_10437242	80741
MA_10437242	80741
MA_10437242	80741
MA_10437242	80741
MA_18896	80726
MA_20125	80688
MA_10589	80652
MA_10436111	80613
MA_10436111	80613
MA_10436782	80610
MA_10436782	80610
MA_19143	80606
MA_7310	80603
MA_10433898	80600
MA_19672	80589
MA_12573	80587
MA_12573	80587
MA_16454	80582
MA_16454	80582
MA_2332	80524
MA_14808	80478
MA_101646	80421
MA_101646	80421
MA_2730	80331
MA_3234	80331
MA_3234	80331
MA_2215	80303
MA_2215	80303
MA_16536	80278
MA_16536	80278
MA_18758	80269
MA_18758	80269
MA_18891	80252
MA_7125	80238
MA_20157	80181
MA_18814	80024
MA_16817	79955
MA_2575	79878
MA_20229	79873
MA_20229	79873
MA_10427372	79832
MA_25307	79824
MA_25307	79824
MA_25307	79824
MA_10426298	79799
MA_10426298	79799
MA_10426298	79799
MA_25710	79695
MA_10436984	79681
MA_18041	79652
MA_19765	79586
MA_10126	79491
MA_10436317	79457
MA_10436317	79457
MA_20484	79440
MA_17678	79402
MA_24390	79342
MA_18996	79318
MA_2535	79266
MA_2535	79266
MA_18667	79249
MA_20337	79195
MA_20337	79195
MA_17979	79107
MA_17979	79107
MA_17979	79107
MA_41268	79106
MA_8579	79060
MA_104039	78940
MA_20380	78928
MA_17968	78868
MA_20073	78836
MA_2193	78793
MA_6150	78744
MA_5587	78733
MA_4503	78729
MA_10437279	78691
MA_10437279	78691
MA_10437279	78691
MA_10437279	78691
MA_10437279	78691
MA_10429113	78685
MA_10307382	78675
MA_18633	78666
MA_10432144	78662
MA_10432144	78662
MA_17949	78608
MA_10435202	78569
MA_18076	78564
MA_18076	78564
MA_10430158	78539
MA_10428563	78447
MA_10428563	78447
MA_17733	78402
MA_19015	78383
MA_19015	78383
MA_16152	78357
MA_20088	78340
MA_10428495	78329
MA_10426733	78327
MA_50859	78224
MA_10436689	78203
MA_10436689	78203
MA_4912	78115
MA_4912	78115
MA_10436668	78035
MA_19118	78023
MA_17695	77993
MA_20384	77987
MA_3384	77984
MA_7906	77890
MA_7906	77890
MA_18349	77881
MA_18349	77881
MA_19796	77798
MA_18351	77787
MA_18351	77787
MA_10426867	77746
MA_10426867	77746
MA_14242	77733
MA_14242	77733
MA_7379	77708
MA_7379	77708
MA_10428427	77603
MA_17746	77579
MA_10328961	77558
MA_25211	77556
MA_11492	77526
MA_19258	77436
MA_20430	77423
MA_20430	77423
MA_20430	77423
MA_10436930	77415
MA_97559	77394
MA_10435598	77369
MA_19358	77320
MA_19161	77319
MA_29437	77290
MA_10430470	77257
MA_10435479	77251
MA_10435479	77251
MA_19479	77243
MA_10433763	77242
MA_9051	77220
MA_10429791	77187
MA_10429791	77187
MA_103792	77115
MA_101930	77101
MA_20425	77043
MA_20425	77043
MA_15142	76985
MA_20204	76974
MA_18619	76967
MA_10437085	76938
MA_10437085	76938
MA_17938	76928
MA_18496	76910
MA_18496	76910
MA_18496	76910
MA_18278	76898
MA_8317	76876
MA_17429	76755
MA_6406	76751
MA_10434790	76697
MA_101097	76683
MA_19316	76654
MA_17837	76624
MA_10435704	76614
MA_10427467	76550
MA_10427467	76550
MA_6300	76537
MA_42406	76478
MA_42406	76478
MA_9467	76472
MA_25584	76470
MA_15819	76469
MA_15819	76469
MA_10430230	76460
MA_10430230	76460
MA_10435719	76444
MA_20446	76412
MA_20446	76412
MA_10431915	76397
MA_4797	76395
MA_10436500	76310
MA_10436500	76310
MA_10435227	76308
MA_10435227	76308
MA_10435431	76241
MA_10435431	76241
MA_10434523	76232
MA_103918	76205
MA_19925	76193
MA_19942	76190
MA_10433947	76187
MA_102039	76152
MA_14256	76137
MA_28910	76115
MA_22275	76102
MA_22275	76102
MA_100510	76084
MA_19827	76040
MA_10433651	76011
MA_10433943	75996
MA_25874	75979
MA_10429064	75897
MA_36712	75879
MA_18755	75805
MA_35916	75711
MA_10427896	75611
MA_17031	75560
MA_10437245	75542
MA_10437245	75542
MA_19376	75531
MA_10430339	75506
MA_10432061	75491
MA_10436875	75483
MA_10429007	75469
MA_18476	75392
MA_18476	75392
MA_18476	75392
MA_18476	75392
MA_30058	75342
MA_10429326	75203
MA_18674	75191
MA_20192	75135
MA_18493	75119
MA_18493	75119
MA_41124	75092
MA_10432570	75085
MA_6422	74971
MA_6422	74971
MA_6955	74927
MA_840	74915
MA_19538	74907
MA_18396	74889
MA_17785	74826
MA_10433492	74811
MA_11669	74783
MA_18778	74755
MA_10428355	74732
MA_10428355	74732
MA_10428355	74732
MA_1832	74704
MA_10435847	74689
MA_18461	74670
MA_18511	74646
MA_19582	74640
MA_10435732	74611
MA_19453	74533
MA_1283	74508
MA_4339	74488
MA_4339	74488
MA_17855	74470
MA_14219	74467
MA_19137	74433
MA_13610	74428
MA_18649	74412
MA_17809	74378
MA_10432967	74364
MA_10431263	74352
MA_14076	74332
MA_10433815	74277
MA_3531	74274
MA_42083	74269
MA_20396	74252
MA_18584	74242
MA_10436733	74196
MA_19256	74160
MA_10431282	74147
MA_10433670	74146
MA_7754	74116
MA_16120	73990
MA_19663	73985
MA_19663	73985
MA_41101	73970
MA_2149	73945
MA_10434872	73909
MA_10434872	73909
MA_10429211	73869
MA_10429211	73869
MA_41701	73849
MA_16899	73819
MA_16899	73819
MA_37257	73816
MA_19381	73815
MA_18673	73790
MA_10429186	73780
MA_41712	73730
MA_19562	73726
MA_10435911	73721
MA_41733	73705
MA_18287	73681
MA_18287	73681
MA_7873	73677
MA_19561	73646
MA_174842	73623
MA_10436819	73618
MA_10436819	73618
MA_17168	73596
MA_20169	73587
MA_18732	73581
MA_18216	73580
MA_42128	73568
MA_10429361	73555
MA_10429361	73555
MA_10429361	73555
MA_10431323	73541
MA_10431323	73541
MA_10431323	73541
MA_1482	73515
MA_10436523	73506
MA_10436523	73506
MA_10436523	73506
MA_17920	73447
MA_20309	73408
MA_19131	73383
MA_19131	73383
MA_10430290	73383
MA_7362	73350
MA_10430686	73298
MA_18140	73295
MA_11380	73275
MA_15363	73250
MA_38676	73244
MA_577	73194
MA_577	73194
MA_577	73194
MA_577	73194
MA_19081	73182
MA_10434415	73106
MA_10434415	73106
MA_104060	73104
MA_10877	73085
MA_12849	73048
MA_10432925	73046
MA_4729	73042
MA_4729	73042
MA_76077	72948
MA_10436507	72925
MA_10436507	72925
MA_4267	72901
MA_26178	72891
MA_19072	72879
MA_14231	72812
MA_19012	72801
MA_44315	72779
MA_17250	72765
MA_19406	72742
MA_19554	72738
MA_19554	72738
MA_10428377	72717
MA_4980	72684
MA_10428218	72677
MA_10428218	72677
MA_12294	72637
MA_19967	72615
MA_19731	72593
MA_15543	72545
MA_4774	72535
MA_20247	72533
MA_20247	72533
MA_20247	72533
MA_17813	72507
MA_12107	72507
MA_20277	72484
MA_10285	72432
MA_18040	72421
MA_806	72382
MA_806	72382
MA_18701	72358
MA_10431460	72334
MA_10431460	72334
MA_18708	72327
MA_14068	72288
MA_14068	72288
MA_15894	72261
MA_11564	72208
MA_25056	72201
MA_17978	72190
MA_9267	72152
MA_8911	72093
MA_1888	72072
MA_1829	72062
MA_3131	72051
MA_7822	72049
MA_18575	72040
MA_18575	72040
MA_2598	72012
MA_134742	71991
MA_134742	71991
MA_10431534	71977
MA_10431534	71977
MA_19490	71899
MA_10648	71897
MA_10648	71897
MA_2263	71874
MA_154	71821
MA_19738	71799
MA_19738	71799
MA_13178	71756
MA_10428202	71735
MA_10428202	71735
MA_20306	71724
MA_14736	71667
MA_14736	71667
MA_14736	71667
MA_10432239	71635
MA_9597	71606
MA_9597	71606
MA_10435952	71589
MA_10435952	71589
MA_18343	71584
MA_8309	71574
MA_19869	71553
MA_11025	71537
MA_10427350	71492
MA_10427350	71492
MA_20782	71491
MA_6594	71484
MA_10122	71464
MA_10122	71464
MA_9965	71463
MA_9965	71463
MA_2358	71414
MA_18170	71404
MA_19189	71373
MA_10433417	71366
MA_7041	71365
MA_38865	71328
MA_10426335	71257
MA_24966	71242
MA_16875	71220
MA_12095	71213
MA_38431	71191
MA_38431	71191
MA_10437205	71175
MA_17925	71153
MA_17925	71153
MA_9243	71085
MA_19320	71084
MA_17720	71043
MA_17998	71032
MA_10429741	71030
MA_10429741	71030
MA_10429726	71001
MA_10429666	70985
MA_10429666	70985
MA_10429666	70985
MA_10844	70921
MA_18795	70904
MA_18413	70901
MA_13455	70895
MA_8594	70834
MA_3402	70798
MA_6932	70782
MA_19633	70768
MA_19633	70768
MA_10426921	70752
MA_18153	70749
MA_18153	70749
MA_14455	70742
MA_19310	70722
MA_30280	70674
MA_96952	70658
MA_96952	70658
MA_3049	70624
MA_10429282	70594
MA_15346	70583
MA_10431969	70565
MA_17450	70563
MA_13789	70536
MA_7233	70507
MA_7233	70507
MA_19566	70501
MA_10431770	70475
MA_42218	70455
MA_10433277	70452
MA_7051	70440
MA_7051	70440
MA_7051	70440
MA_8891	70423
MA_10427280	70407
MA_10427262	70404
MA_10434314	70397
MA_5428	70395
MA_5994	70348
MA_5994	70348
MA_21142	70335
MA_10430664	70324
MA_102259	70291
MA_85998	70281
MA_17906	70260
MA_17906	70260
MA_18025	70203
MA_10436839	70201
MA_2226	70201
MA_17913	70188
MA_18776	70176
MA_5185	70172
MA_5185	70172
MA_15117	70169
MA_10431500	70161
MA_10431500	70161
MA_18086	70070
MA_10434880	70020
MA_10435307	70013
MA_10435307	70013
MA_10435307	70013
MA_10428981	70007
MA_10428312	69993
MA_10428312	69993
MA_20483	69917
MA_101001	69916
MA_934	69907
MA_10427427	69874
MA_10719	69839
MA_19077	69832
MA_1890	69820
MA_18169	69807
MA_10437278	69798
MA_10437278	69798
MA_12260	69785
MA_15606	69778
MA_10574	69754
MA_18097	69730
MA_3586	69729
MA_3586	69729
MA_18316	69687
MA_10430437	69674
MA_94664	69666
MA_10426425	69649
MA_17763	69644
MA_10428658	69618
MA_18641	69586
MA_18641	69586
MA_10436548	69560
MA_11591	69558
MA_2505	69527
MA_2505	69527
MA_19950	69518
MA_17894	69499
MA_17894	69499
MA_20112	69480
MA_10435928	69463
MA_10435928	69463
MA_10435928	69463
MA_10437165	69460
MA_15917	69346
MA_10436949	69319
MA_12671	69276
MA_17817	69256
MA_10436366	69193
MA_10436366	69193
MA_11388	69178
MA_10437073	69173
MA_10437073	69173
MA_10437073	69173
MA_10432277	69152
MA_10432277	69152
MA_88136	69143
MA_7394	69122
MA_18691	69105
MA_17825	69104
MA_6277	69103
MA_4952	69081
MA_18885	69060
MA_6626	68968
MA_10436040	68967
MA_18373	68964
MA_10436998	68959
MA_10436998	68959
MA_16253	68955
MA_18156	68948
MA_10426449	68940
MA_184516	68892
MA_8232	68873
MA_8232	68873
MA_8232	68873
MA_5553	68814
MA_10437152	68808
MA_10437152	68808
MA_10435005	68793
MA_10432188	68790
MA_10429937	68759
MA_10429937	68759
MA_4228	68723
MA_10425909	68690
MA_10425909	68690
MA_4448	68665
MA_4448	68665
MA_10436890	68657
MA_16148	68589
MA_18131	68574
MA_10426514	68572
MA_10426514	68572
MA_10426923	68519
MA_20391	68501
MA_9459	68494
MA_9459	68494
MA_10432170	68403
MA_12371	68378
MA_1941	68368
MA_18715	68347
MA_681	68341
MA_681	68341
MA_2409	68322
MA_104065	68316
MA_38970	68271
MA_10436242	68193
MA_10357	68185
MA_1960	68159
MA_98820	68117
MA_10430947	68100
MA_18424	68072
MA_104196	68064
MA_10436772	68059
MA_10436772	68059
MA_13353	68026
MA_13353	68026
MA_97739	68017
MA_19573	68012
MA_19573	68012
MA_10436412	68005
MA_10436412	68005
MA_16264	68005
MA_10427000	67995
MA_10427000	67995
MA_11597	67990
MA_11597	67990
MA_19363	67988
MA_14876	67978
MA_1408	67971
MA_1408	67971
MA_16172	67902
MA_16172	67902
MA_15205	67876
MA_15205	67876
MA_41289	67840
MA_10427464	67825
MA_7068	67815
MA_13625	67787
MA_10429596	67758
MA_6385	67756
MA_10435597	67755
MA_10435597	67755
MA_40982	67697
MA_10436837	67676
MA_10436837	67676
MA_19501	67667
MA_8686	67625
MA_8686	67625
MA_8686	67625
MA_12144	67614
MA_8060	67588
MA_41608	67586
MA_6407	67584
MA_6407	67584
MA_18465	67523
MA_10430720	67517
MA_8832	67488
MA_15913	67454
MA_17173	67438
MA_20165	67435
MA_20165	67435
MA_13787	67423
MA_10436862	67381
MA_10436862	67381
MA_180044	67368
MA_10431196	67353
MA_16080	67345
MA_11315	67333
MA_11315	67333
MA_10435314	67323
MA_10433933	67303
MA_19210	67285
MA_8859	67264
MA_20352	67217
MA_10430429	67174
MA_10430429	67174
MA_13167	67139
MA_13167	67139
MA_18020	67115
MA_17919	67108
MA_17919	67108
MA_4821	67090
MA_17552	67088
MA_19460	67085
MA_10427917	67073
MA_10427030	67041
MA_20346	67038
MA_10435491	67031
MA_11163	67029
MA_1582	67018
MA_1582	67018
MA_27863	66984
MA_10436704	66978
MA_19724	66977
MA_10427172	66914
MA_80035	66900
MA_66499	66899
MA_6689	66899
MA_8448	66891
MA_10437168	66887
MA_10437168	66887
MA_6669	66844
MA_8052	66831
MA_10432646	66802
MA_10432646	66802
MA_2941	66793
MA_15596	66774
MA_2965	66770
MA_10427630	66761
MA_10428327	66741
MA_10428327	66741
MA_5558	66719
MA_10436978	66703
MA_10436978	66703
MA_18873	66684
MA_8739	66684
MA_18669	66683
MA_10437148	66678
MA_8098	66677
MA_10428098	66671
MA_10428098	66671
MA_10434026	66656
MA_10320	66633
MA_10429889	66628
MA_17211	66584
MA_17211	66584
MA_17211	66584
MA_878	66580
MA_9224	66576
MA_4447	66564
MA_10426057	66564
MA_6993	66551
MA_18100	66514
MA_19483	66510
